00_method_chain,01_probe_key,02_probe_name,03_probe_role,04_operator_key,05_operator_name,06_dynamic_path_enabled,07_response_feedback_enabled,08_target_floor_no,09_target_floor,10_evolved_av_next_vs_measured_av_corr,11_evolved_abs_av_next_vs_measured_abs_av_corr,12_one_step_av_evolution_residual_rmse,13_target_hit_power_alignment_corr,14_signed_hit_power_vs_signed_av_corr,15_target_hit_power_peak_time_seconds,16_measured_abs_a_times_v_peak_time_seconds,17_target_hit_power_peak_time_offset_seconds,18_w_hit_final,19_work_capacity_scale,20_hit_work_capacity_final,21_displacement_side_work_final,22_manifested_work_ratio,23_unmanifested_work_margin,24_measured_abs_work_final,25_measured_signed_work_final,26_max_downstream_response_envelope,27_downstream_response_peak_time_seconds,28_hidden_work_proxy_mean,29_input_mode,30_boundary_floor
QSM-QTE-FATE,laplacian_dynamic_feedback,Laplacian floor-state field probe,floor_state_dynamic,laplacian,Laplacian field,True,True,1,1F,0.7784148298993706,0.9001267675096173,32545.81125515646,0.9001267675096173,0.7784148298993706,66.675,66.681,-0.006000000000000227,2146345.955457141,12.231488201454129,26253005.23041281,220106.85383502918,0.00838406315403641,0.9916159368459636,220106.85383502918,-136071.65909353073,2.3570432390157245,66.549,0.9072746207469959,floor_state_assimilated,1F
QSM-QTE-FATE,laplacian_dynamic_feedback,Laplacian floor-state field probe,floor_state_dynamic,laplacian,Laplacian field,True,True,2,2F,0.09256571176472093,0.4767929722300559,13569.566107476854,0.4767929722300559,0.09256571176472093,66.828,66.67,0.15800000000000125,117269.10537245184,12.231488201454129,1434375.6787582256,803166.4136294897,0.5599414613086654,0.4400585386913346,803166.4136294897,-344527.58831375686,3.5732813104404504,57.542,0.9486989469140242,floor_state_assimilated,1F
QSM-QTE-FATE,laplacian_dynamic_feedback,Laplacian floor-state field probe,floor_state_dynamic,laplacian,Laplacian field,True,True,3,3F,0.09656270379420051,0.4694004279547615,22101.069941611324,0.4694004279547615,0.09656270379420051,66.649,66.674,-0.025000000000005684,116474.55638836038,12.231488201454129,1424657.1622338335,1356816.3449846033,0.9523809523809524,0.04761904761904756,1356816.3449846033,-503887.93663408485,3.6586191510728265,57.546,0.9458836861840125,floor_state_assimilated,1F
QSM-QTE-FATE,zero_diagonal_dynamic_feedback,Zero-diagonal floor-state field probe,floor_state_dynamic,zero_diagonal,Strict zero-diagonal field,True,True,1,1F,0.8043127231337746,0.9002953588708511,32459.790954372456,0.9002953588708511,0.8043127231337746,66.675,66.681,-0.006000000000000227,2147009.4010873726,12.268501311786766,26340587.65365895,220106.85383502918,0.008356186153821603,0.9916438138461784,220106.85383502918,-136071.65909353073,2.3570432390157245,66.549,0.9072746207469959,floor_state_assimilated,1F
QSM-QTE-FATE,zero_diagonal_dynamic_feedback,Zero-diagonal floor-state field probe,floor_state_dynamic,zero_diagonal,Strict zero-diagonal field,True,True,2,2F,0.09629417177009875,0.4769524633470017,13550.881578378989,0.4769524633470017,0.09629417177009875,66.828,66.67,0.15800000000000125,116957.05438262926,12.268501311786766,1434887.7751160031,803166.4136294897,0.5597416240894225,0.4402583759105775,803166.4136294897,-344527.58831375686,3.5732813104404504,57.542,0.9486989469140242,floor_state_assimilated,1F
QSM-QTE-FATE,zero_diagonal_dynamic_feedback,Zero-diagonal floor-state field probe,floor_state_dynamic,zero_diagonal,Strict zero-diagonal field,True,True,3,3F,0.09838593241262195,0.4695365199598661,22092.05126960108,0.4695365199598661,0.09838593241262195,66.649,66.674,-0.025000000000005684,116123.161747973,12.268501311786766,1424657.1622338337,1356816.3449846033,0.9523809523809522,0.04761904761904778,1356816.3449846033,-503887.93663408485,3.6586191510728265,57.546,0.9458836861840125,floor_state_assimilated,1F
QSM-QTE-FATE,boundary_input_only_evolution,Boundary-input-only diagnostic reference,boundary_reference,laplacian,Laplacian field,True,False,1,1F,-0.058080482819744025,0.792266959891005,3933.799736358435,0.792266959891005,-0.058080482819744025,66.682,66.681,0.0010000000000047748,48473.36262380746,28.0569539995639,1360014.9053403458,220106.85383502918,0.16184150112674472,0.8381584988732553,220106.85383502918,-136071.65909353073,2.3570432390157245,66.549,0.9072697086248609,boundary_input_only,1F
QSM-QTE-FATE,boundary_input_only_evolution,Boundary-input-only diagnostic reference,boundary_reference,laplacian,Laplacian field,True,False,2,2F,0.0029404087959679745,0.7702708478511413,13497.040443054542,0.7702708478511413,0.0029404087959679745,65.976,66.67,-0.6940000000000026,120856.1420871244,28.0569539995639,3390855.219103208,803166.4136294897,0.23686249094466091,0.7631375090553391,803166.4136294897,-344527.58831375686,3.5732813104404504,57.542,0.9486940347918892,boundary_input_only,1F
QSM-QTE-FATE,boundary_input_only_evolution,Boundary-input-only diagnostic reference,boundary_reference,laplacian,Laplacian field,True,False,3,3F,-0.06041607176955269,0.7326664452717171,22212.95924979569,0.7326664452717171,-0.06041607176955269,66.682,66.674,0.007999999999995566,50777.32822515151,28.0569539995639,1424657.1622338335,1356816.3449846033,0.9523809523809524,0.04761904761904756,1356816.3449846033,-503887.93663408485,3.6586191510728265,57.546,0.945868300279756,boundary_input_only,1F
QSM-QTE-FATE,dynamic_path_no_response_feedback,Floor-state dynamic path without response feedback,floor_state_dynamic,laplacian,Laplacian field,True,False,1,1F,0.7791643616638964,0.9001279747581178,32542.856369460118,0.9001279747581178,0.7791643616638964,66.675,66.681,-0.006000000000000227,2146348.9948591082,12.231454869255892,26252970.86429193,220106.85383502918,0.008384074129088693,0.9916159258709113,220106.85383502918,-136071.65909353073,2.3570432390157245,66.549,0.9072746207469959,floor_state_assimilated,1F
